Brand,Model,CPU,GPU,RAM_GB,Storage_Type,Storage_GB,Touchscreen,Weight_kg,Screen_Size_inch,Price_SGD
Acer,Aspire 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,64,SSD,1024,True,2.15,15.6,2855.29
Acer,Swift 3,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,SSD,4096,False,2.44,16.0,3356.35
Acer,Aspire 5,Intel i5-14600H,Intel Iris Xe,32,SSD,2048,True,1.76,15.6,1762.4
Acer,Nitro 5,Intel i9-14900HK,NVIDIA RTX 4080,32,SSD,512,False,2.79,18.4,2627.83
Acer,Swift 3,Intel i9-14900HK,NVIDIA RTX 4080,128,SSD,2048,False,1.37,13.3,3548.14
Acer,Predator Helios 300,AMD Ryzen 5 8600H,NVIDIA RTX 3050,64,SSD,256,True,1.21,13.3,1799.14
Acer,Aspire 5,Intel Core Ultra 7 15500H,Intel Arc A750M,32,SSD,256,True,2.62,18.4,2267.7
Acer,Predator Helios 300,Intel i5-14500H,Intel Iris Xe,32,SSD,512,False,2.4,16.0,1354.0
Acer,Nitro 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,32,SSD,1024,True,1.18,14.0,3118.68
Acer,Predator Helios 300,Intel i5-14500H,Intel Iris Xe,16,SSD,256,True,2.27,15.6,1380.1
Acer,Nitro 5,AMD Ryzen 7 8800H,NVIDIA RTX 4070,64,SSD,2048,False,2.01,15.6,2713.06
Acer,TravelMate P6,Intel i5-14500H,Intel Iris Xe,64,SSD,512,False,1.47,14.0,1522.39
Acer,Predator Helios 300,Intel i9-14900HK,NVIDIA RTX 4070,128,SSD,512,True,1.42,14.0,3285.92
Acer,Swift 3,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,SSD,2048,False,2.52,17.3,3053.26
Acer,Swift 3,Intel i5-14600H,NVIDIA RTX 4050,128,SSD,1024,False,1.25,13.3,2177.61
Acer,TravelMate P6,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,SSD,1024,True,1.11,13.3,2090.97
Acer,Predator Helios 300,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,SSD,4096,True,2.75,18.4,2395.8
Acer,Nitro 5,Intel i5-14500H,NVIDIA RTX 4050,8,SSD,1024,False,3.11,17.3,1531.46
Acer,Nitro 5,Intel i5-14600H,NVIDIA RTX 4050,128,SSD,1024,True,1.3,13.3,2336.62
Acer,Predator Helios 300,Intel i9-14900HK,NVIDIA RTX 4080,32,SSD,4096,False,2.8,18.4,3212.48
Acer,Predator Helios 300,Intel i7-14700H,NVIDIA RTX 4060,16,SSD,1024,True,1.1,14.0,2031.86
Acer,TravelMate P6,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,SSD,2048,False,3.06,18.4,3039.59
Acer,Predator Helios 300,Intel i9-14900HK,NVIDIA RTX 4070,128,SSD,2048,True,1.9,16.0,3550.89
Acer,TravelMate P6,Intel i7-14800H,NVIDIA RTX 4070,16,SSD,2048,False,1.79,15.6,2562.75
Acer,Predator Helios 300,Intel i9-14900HK,NVIDIA RTX 4080,64,SSD,512,False,1.46,14.0,2928.82
Acer,Predator Helios 300,Intel i9-14900HK,NVIDIA RTX 4080,32,SSD,256,True,2.43,15.6,2743.32
Acer,Swift 3,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,SSD,1024,False,3.25,18.4,2520.79
Acer,Aspire 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,SSD,4096,True,2.24,15.6,3740.78
Acer,TravelMate P6,Intel i7-14700H,NVIDIA RTX 4060,64,SSD,512,False,1.16,14.0,2067.58
Acer,Aspire 5,Intel i7-14800H,NVIDIA RTX 4080,128,SSD,2048,False,1.97,15.6,3365.05
Acer,Predator Helios 300,Intel i7-14800H,NVIDIA RTX 4070,8,SSD,256,False,1.12,13.3,2219.34
Acer,Nitro 5,Intel Core Ultra 7 15500H,Intel Arc A750M,128,SSD,4096,True,1.39,14.0,3574.56
Acer,Aspire 5,AMD Ryzen 5 8600H,NVIDIA RTX 3050,64,SSD,4096,True,1.17,14.0,2388.25
Acer,Swift 3,Intel i7-14800H,NVIDIA RTX 4060,8,SSD,1024,False,1.22,14.0,1881.67
Acer,Aspire 5,Intel i9-14900HK,NVIDIA RTX 4080,64,SSD,256,True,3.0,18.4,2986.01
Acer,Swift 3,Intel i7-14700H,NVIDIA RTX 4070,8,SSD,1024,True,1.31,13.3,2438.08
Acer,Nitro 5,Intel i5-14500H,Intel Iris Xe,8,SSD,1024,False,1.2,14.0,1372.32
Acer,Swift 3,Intel i5-14600H,Intel Iris Xe,64,SSD,256,True,2.75,17.3,1643.29
Acer,Swift 3,Intel i5-14500H,NVIDIA RTX 4050,64,SSD,4096,True,2.84,18.4,2334.98
Acer,Aspire 5,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,SSD,1024,True,3.15,18.4,1656.02
Acer,Predator Helios 300,Intel i9-14900HK,NVIDIA RTX 4080,64,SSD,2048,True,2.56,18.4,3319.7
Acer,Predator Helios 300,Intel i9-14900HK,NVIDIA RTX 4070,8,SSD,2048,True,3.13,18.4,2775.23
Acer,Nitro 5,Intel Core Ultra 9 15700H,Intel Arc A750M,16,SSD,2048,False,2.92,18.4,2536.64
Acer,Predator Helios 300,Intel i7-14700H,NVIDIA RTX 4060,16,SSD,2048,True,2.73,17.3,2125.73
Acer,TravelMate P6,Intel i5-14600H,NVIDIA RTX 3050,8,SSD,4096,True,3.4,17.3,2041.78
Acer,Predator Helios 300,Intel i5-14500H,NVIDIA RTX 4050,128,SSD,512,False,1.47,14.0,2029.11
Acer,Swift 3,Intel i7-14800H,NVIDIA RTX 4060,16,SSD,512,True,2.36,15.6,1936.37
Acer,Nitro 5,Intel i7-14800H,NVIDIA RTX 4080,8,SSD,1024,True,3.01,17.3,2661.47
Acer,TravelMate P6,AMD Ryzen 7 8800H,AMD Radeon 780M,64,SSD,512,False,1.19,13.3,1764.45
Acer,TravelMate P6,Intel i5-14600H,NVIDIA RTX 3050,128,SSD,512,True,3.07,18.4,2153.78
Acer,Predator Helios 300,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,SSD,1024,True,3.15,17.3,2409.61
Acer,Swift 3,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,16,SSD,2048,False,2.84,18.4,2768.7
Acer,Swift 3,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,SSD,1024,False,3.35,17.3,2018.59
Acer,Nitro 5,Intel Core Ultra 9 15700H,Intel Arc A750M,32,SSD,512,False,2.56,18.4,2337.69
Acer,Aspire 5,Intel Core Ultra 7 15500H,Intel Arc A750M,128,SSD,256,False,1.35,14.0,2692.8
Acer,TravelMate P6,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,SSD,1024,False,2.28,15.6,3220.08
Acer,Aspire 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,16,SSD,512,False,1.05,13.3,2737.54
Acer,Predator Helios 300,Intel i7-14800H,NVIDIA RTX 4060,16,SSD,512,True,1.41,14.0,2018.66
Acer,Predator Helios 300,Intel i5-14500H,NVIDIA RTX 3050,8,SSD,4096,True,1.67,16.0,2048.54
Acer,Aspire 5,Intel i9-14900HK,NVIDIA RTX 4070,64,SSD,2048,False,1.17,14.0,3009.94
Acer,Swift 3,Intel i5-14600H,Intel Iris Xe,32,SSD,256,True,2.39,16.0,1475.95
Acer,TravelMate P6,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,8,SSD,1024,False,1.22,13.3,2756.21
Acer,Nitro 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,SSD,256,False,1.45,14.0,3156.44
Acer,Swift 3,Intel i9-14900HK,NVIDIA RTX 4080,32,SSD,2048,False,2.01,15.6,2962.52
Acer,TravelMate P6,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,16,SSD,1024,False,1.86,15.6,2567.73
Acer,Swift 3,Intel i7-14700H,NVIDIA RTX 4060,64,SSD,256,False,2.02,15.6,1917.0
Acer,TravelMate P6,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,SSD,256,True,1.38,14.0,2943.52
Acer,Nitro 5,Intel Core Ultra 9 15700H,Intel Arc A750M,64,SSD,512,True,1.09,13.3,2831.84
Acer,Predator Helios 300,Intel i5-14500H,Intel Iris Xe,128,SSD,256,True,2.45,16.0,1899.12
Acer,Predator Helios 300,Intel i5-14500H,NVIDIA RTX 3050,8,SSD,256,True,3.48,18.4,1487.01
Acer,Predator Helios 300,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,32,SSD,256,False,1.32,13.3,2391.18
Acer,Aspire 5,Intel Core Ultra 7 15500H,Intel Arc A750M,64,SSD,1024,False,1.45,13.3,2457.08
Acer,Nitro 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,32,SSD,512,False,1.67,16.0,2581.91
Acer,Swift 3,AMD Ryzen 7 8800H,AMD Radeon 780M,128,SSD,512,True,2.89,17.3,2123.39
Acer,Aspire 5,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,SSD,512,False,2.33,15.6,1919.41
Acer,Swift 3,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,32,SSD,512,True,1.82,15.6,2607.01
Acer,Aspire 5,Intel i7-14700H,NVIDIA RTX 4060,8,SSD,512,False,1.42,14.0,1754.46
Acer,Predator Helios 300,Intel i7-14800H,NVIDIA RTX 4080,64,SSD,4096,True,1.8,15.6,3476.83
Acer,Swift 3,Intel i5-14600H,NVIDIA RTX 4050,32,SSD,256,False,1.58,15.6,1552.14
Acer,Nitro 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,SSD,256,False,1.93,16.0,2765.82
Acer,Aspire 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,SSD,256,True,1.37,13.3,3361.86
Acer,Swift 3,Intel i7-14800H,NVIDIA RTX 4070,32,SSD,4096,True,1.66,15.6,3116.15
Acer,Swift 3,AMD Ryzen 7 8800H,NVIDIA RTX 4060,8,SSD,512,False,2.79,18.4,1657.91
Acer,Aspire 5,AMD Ryzen 5 8600H,NVIDIA RTX 4050,128,SSD,256,True,2.54,17.3,2071.14
Acer,Nitro 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,64,SSD,512,True,3.0,17.3,2807.37
Acer,TravelMate P6,Intel i7-14700H,NVIDIA RTX 4060,32,SSD,512,True,2.32,15.6,1955.04
Acer,Aspire 5,Intel i7-14700H,NVIDIA RTX 4060,32,SSD,4096,False,1.55,16.0,2348.97
Acer,Nitro 5,Intel i7-14800H,NVIDIA RTX 4080,64,SSD,4096,False,2.23,15.6,3270.21
Acer,Predator Helios 300,Intel i7-14800H,NVIDIA RTX 4070,128,SSD,2048,True,1.49,13.3,3381.7
Acer,Aspire 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,128,SSD,4096,False,3.01,17.3,2899.15
Acer,Aspire 5,AMD Ryzen 5 8600H,AMD Radeon 680M,32,SSD,512,True,3.27,17.3,1541.16
Acer,Predator Helios 300,Intel i5-14500H,Intel Iris Xe,64,SSD,256,True,1.92,15.6,1603.48
Acer,Aspire 5,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,SSD,256,False,1.26,14.0,1917.74
Acer,TravelMate P6,AMD Ryzen 5 8600H,NVIDIA RTX 3050,64,SSD,2048,False,3.01,18.4,1857.65
Acer,Predator Helios 300,Intel i7-14800H,NVIDIA RTX 4070,8,SSD,512,False,1.18,13.3,2272.41
Acer,Nitro 5,Intel i5-14500H,NVIDIA RTX 4050,32,SSD,2048,False,1.74,15.6,1828.2
Acer,Aspire 5,Intel i7-14800H,NVIDIA RTX 4060,64,SSD,2048,False,1.18,13.3,2354.22
Acer,Aspire 5,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,SSD,2048,False,1.35,14.0,2085.62
Acer,Aspire 5,AMD Ryzen 9 8900HX,AMD Radeon 780M,64,SSD,4096,True,1.89,15.6,2553.58
Acer,Aspire 5,Intel Core Ultra 7 15500H,Intel Arc A750M,8,SSD,256,False,2.29,16.0,1936.26
Acer,Aspire 5,Intel i5-14600H,NVIDIA RTX 3050,128,SSD,4096,True,1.1,13.3,2747.94
Acer,Predator Helios 300,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,SSD,256,False,1.38,14.0,2596.41
Acer,Predator Helios 300,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,64,SSD,512,False,1.3,13.3,2140.11
Acer,Predator Helios 300,Intel i9-14900HK,NVIDIA RTX 4070,32,SSD,1024,False,1.19,14.0,2659.3
Acer,Aspire 5,Intel i7-14700H,NVIDIA RTX 4060,8,SSD,256,False,1.4,14.0,1688.55
Acer,Predator Helios 300,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,SSD,4096,False,1.42,14.0,2090.31
Acer,TravelMate P6,AMD Ryzen 7 8800H,AMD Radeon 780M,128,SSD,1024,False,3.05,18.4,2088.72
Acer,Swift 3,Intel i7-14700H,NVIDIA RTX 4070,32,SSD,2048,True,2.3,15.6,2687.86
Acer,Nitro 5,Intel i5-14500H,Intel Iris Xe,64,SSD,4096,False,1.04,14.0,2063.94
Acer,Aspire 5,AMD Ryzen 7 8800H,NVIDIA RTX 4060,8,SSD,256,False,2.36,16.0,1608.63
Acer,Nitro 5,AMD Ryzen 5 8600H,AMD Radeon 680M,8,SSD,512,False,3.42,17.3,1243.76
Acer,Nitro 5,Intel i7-14800H,NVIDIA RTX 4060,8,SSD,4096,False,2.7,17.3,2222.27
Acer,Predator Helios 300,Intel i7-14800H,NVIDIA RTX 4060,32,SSD,1024,True,2.91,18.4,2094.81
Acer,Aspire 5,Intel i5-14600H,Intel Iris Xe,8,SSD,256,False,2.66,17.3,1205.14
Acer,Aspire 5,Intel i7-14800H,NVIDIA RTX 4080,128,SSD,1024,True,1.6,15.6,3367.77
Acer,Swift 3,Intel i5-14600H,NVIDIA RTX 3050,32,SSD,2048,False,1.34,14.0,1807.42
Acer,Aspire 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,SSD,256,True,2.6,18.4,2687.25
Acer,TravelMate P6,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,SSD,1024,False,2.19,16.0,2668.63
Acer,TravelMate P6,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,SSD,1024,False,3.5,18.4,2250.19
Acer,Nitro 5,Intel i5-14500H,Intel Iris Xe,128,SSD,4096,True,2.24,16.0,2466.71
Acer,Swift 3,Intel Core Ultra 7 15500H,Intel Arc A750M,16,SSD,4096,True,1.23,13.3,2908.92
Acer,Aspire 5,Intel i9-14900HK,NVIDIA RTX 4070,128,SSD,2048,True,1.54,16.0,3590.89
Acer,Swift 3,Intel i7-14800H,NVIDIA RTX 4080,64,SSD,1024,False,2.81,17.3,2819.9
Acer,TravelMate P6,Intel i5-14600H,Intel Iris Xe,16,SSD,1024,False,2.29,15.6,1392.39
Acer,Swift 3,Intel i7-14700H,NVIDIA RTX 4060,32,SSD,2048,False,1.12,14.0,2152.1
Acer,Swift 3,AMD Ryzen 5 8600H,AMD Radeon 680M,128,SSD,2048,False,2.39,16.0,2040.44
Acer,Predator Helios 300,AMD Ryzen 5 8600H,NVIDIA RTX 3050,8,SSD,2048,False,1.47,13.3,1631.95
Acer,Aspire 5,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,SSD,1024,False,1.1,14.0,1615.21
Acer,Predator Helios 300,Intel i7-14700H,NVIDIA RTX 4070,128,SSD,2048,True,3.23,18.4,3303.36
Acer,Predator Helios 300,Intel i5-14600H,Intel Iris Xe,32,SSD,256,False,1.09,14.0,1375.85
Acer,Nitro 5,Intel i7-14700H,NVIDIA RTX 4070,128,SSD,256,False,1.16,14.0,2844.89
Acer,Aspire 5,Intel i9-14900HK,NVIDIA RTX 4080,128,SSD,512,True,1.37,14.0,3448.19
Asus,ZenBook 14,Intel Core Ultra 7 15500H,Intel Arc A750M,8,SSD,256,True,1.32,13.3,2278.05
Asus,ExpertBook B9,Intel i9-14900HK,NVIDIA RTX 4070,32,SSD,2048,False,2.04,16.0,2873.78
Asus,TUF Gaming F15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,256,False,2.45,15.6,2469.41
Asus,TUF Gaming F15,Intel i9-14900HK,NVIDIA RTX 4080,16,SSD,4096,False,2.96,18.4,3216.85
Asus,ZenBook 14,AMD Ryzen 7 8800H,AMD Radeon 780M,8,SSD,1024,False,1.29,14.0,1576.46
Asus,ExpertBook B9,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,SSD,256,False,2.73,17.3,3320.88
Asus,TUF Gaming F15,Intel i5-14500H,NVIDIA RTX 4050,64,SSD,256,True,2.39,16.0,1890.49
Asus,ExpertBook B9,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,512,True,3.23,18.4,2713.11
Asus,TUF Gaming F15,Intel i5-14600H,NVIDIA RTX 4050,8,SSD,256,True,2.77,17.3,1593.83
Asus,TUF Gaming F15,Intel i9-14900HK,NVIDIA RTX 4070,64,SSD,512,True,1.17,14.0,3063.89
Asus,ZenBook 14,Intel i9-14900HK,NVIDIA RTX 4070,64,SSD,4096,False,2.02,15.6,3318.11
Asus,TUF Gaming F15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,16,SSD,1024,True,1.19,13.3,2928.17
Asus,ZenBook 14,Intel i5-14500H,Intel Iris Xe,16,SSD,256,False,2.77,17.3,1255.25
Asus,ExpertBook B9,AMD Ryzen 5 8600H,AMD Radeon 680M,32,SSD,256,False,1.17,14.0,1415.33
Asus,ExpertBook B9,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,SSD,512,True,2.31,16.0,2180.49
Asus,VivoBook S15,Intel i7-14700H,NVIDIA RTX 4060,64,SSD,256,True,1.36,13.3,2223.94
Asus,VivoBook S15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,128,SSD,256,False,2.21,15.6,2392.16
Asus,VivoBook S15,Intel i5-14600H,Intel Iris Xe,128,SSD,2048,False,2.5,18.4,2105.79
Asus,ExpertBook B9,Intel i9-14900HK,NVIDIA RTX 4080,32,SSD,256,True,1.3,13.3,2968.63
Asus,TUF Gaming F15,Intel i5-14600H,NVIDIA RTX 4050,128,SSD,2048,True,1.04,14.0,2641.8
Asus,ExpertBook B9,Intel Core Ultra 7 15500H,Intel Arc A750M,128,SSD,4096,True,2.63,17.3,3533.47
Asus,VivoBook S15,Intel i9-14900HK,NVIDIA RTX 4080,16,SSD,4096,False,1.01,13.3,3391.4
Asus,ZenBook 14,Intel i5-14600H,NVIDIA RTX 4050,8,SSD,256,False,2.52,18.4,1438.94
Asus,ROG Zephyrus G15,Intel i5-14600H,NVIDIA RTX 4050,64,SSD,2048,False,2.75,18.4,2012.96
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,SSD,1024,True,1.43,13.3,1570.77
Asus,TUF Gaming F15,AMD Ryzen 9 8900HX,AMD Radeon 780M,16,SSD,4096,False,3.32,17.3,2183.63
Asus,ExpertBook B9,Intel i5-14600H,NVIDIA RTX 4050,64,SSD,512,False,1.47,14.0,1808.33
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,SSD,256,True,1.02,13.3,1781.87
Asus,ExpertBook B9,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,SSD,512,False,2.01,16.0,3464.11
Asus,TUF Gaming F15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,SSD,2048,False,3.26,17.3,3346.11
Asus,ExpertBook B9,Intel i7-14800H,NVIDIA RTX 4070,16,SSD,4096,True,1.76,15.6,3136.81
Asus,ROG Zephyrus G15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,SSD,4096,False,2.02,16.0,2016.25
Asus,ROG Zephyrus G15,Intel i7-14700H,NVIDIA RTX 4060,128,SSD,2048,False,2.63,17.3,2584.61
Asus,ROG Zephyrus G15,Intel i5-14500H,Intel Iris Xe,128,SSD,1024,True,2.48,16.0,2103.72
Asus,ROG Zephyrus G15,Intel i7-14700H,NVIDIA RTX 4070,32,SSD,512,False,1.55,16.0,2406.59
Asus,TUF Gaming F15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,16,SSD,256,True,2.91,17.3,2340.2
Asus,VivoBook S15,Intel i5-14500H,NVIDIA RTX 4050,32,SSD,1024,True,2.58,17.3,1866.52
Asus,VivoBook S15,Intel i9-14900HK,NVIDIA RTX 4080,32,SSD,2048,False,3.08,17.3,3043.14
Asus,ROG Zephyrus G15,Intel i7-14800H,NVIDIA RTX 4060,128,SSD,4096,True,1.25,14.0,3211.26
Asus,ExpertBook B9,Intel i5-14600H,Intel Iris Xe,16,SSD,1024,False,2.23,15.6,1412.33
Asus,ExpertBook B9,Intel i7-14700H,NVIDIA RTX 4060,16,SSD,512,False,2.32,15.6,1817.25
Asus,TUF Gaming F15,AMD Ryzen 7 8800H,AMD Radeon 780M,8,SSD,1024,True,2.79,18.4,1701.88
Asus,ZenBook 14,Intel i5-14500H,NVIDIA RTX 4050,32,SSD,1024,False,1.09,13.3,1742.06
Asus,ROG Zephyrus G15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,SSD,4096,False,2.12,16.0,2385.74
Asus,ZenBook 14,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,SSD,4096,True,1.51,15.6,4253.22
Asus,VivoBook S15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,SSD,1024,False,1.11,14.0,1883.2
Asus,ExpertBook B9,Intel i7-14700H,NVIDIA RTX 4060,128,SSD,1024,False,2.26,15.6,2424.29
Asus,VivoBook S15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,SSD,1024,False,1.45,13.3,2676.47
Asus,ZenBook 14,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,SSD,512,False,1.21,14.0,1899.9
Asus,TUF Gaming F15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,64,SSD,2048,False,1.3,13.3,3025.51
Asus,ZenBook 14,Intel i5-14500H,NVIDIA RTX 4050,16,SSD,256,True,2.1,15.6,1622.49
Asus,ExpertBook B9,Intel Core Ultra 9 15700H,Intel Arc A750M,64,SSD,256,True,1.43,13.3,2813.81
